Voornaam,Achternaam,Gebruikersnaam,DisplayName,UserPrincipalName,Department,Title,Description,Wachtwoord,VerzamelOU,GebruikersOU
Phil,Mitchell,mitch011,Phil Mitchell,mitch011@homelab.net,EastEnders,Monteur,Personage uit EastEnders,g42sK&Y@,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Grant,Mitchell,mitch948,Grant Mitchell,mitch948@homelab.net,EastEnders,Beveiliging,Personage uit EastEnders,O$8!r9dT,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Peggy,Mitchell,mitch422,Peggy Mitchell,mitch422@homelab.net,EastEnders,Horecaondernemer,Personage uit EastEnders,KMyd&94$,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Ian,Beale,beale225,Ian Beale,beale225@homelab.net,EastEnders,Restauranthouder,Personage uit EastEnders,0T&i8&Dw,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Stacey,Slater,slate650,Stacey Slater,slate650@homelab.net,EastEnders,Markthandelaar,Personage uit EastEnders,17yF!C!m,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Kat,Slater,slate717,Kat Slater,slate717@homelab.net,EastEnders,Markthandelaar,Personage uit EastEnders,J5q$&dC5,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Alfie,Moon,moon621,Alfie Moon,moon621@homelab.net,EastEnders,Pubhouder,Personage uit EastEnders,ZeSd&50!,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Max,Branning,brann668,Max Branning,brann668@homelab.net,EastEnders,Autoverkoper,Personage uit EastEnders,5BZ#c2t!,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Syed,Masood,masoo702,Syed Masood,masoo702@homelab.net,EastEnders,Ondernemer,Personage uit EastEnders,6N@8B$aw,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Denise,Fox,fox971,Denise Fox,fox971@homelab.net,EastEnders,Schoonheidsspecialiste,Personage uit EastEnders,&R9@d3Fb,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Sharon,Watts,watts568,Sharon Watts,watts568@homelab.net,EastEnders,Pubhouder,Personage uit EastEnders,8i9E$!Ws,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Martin,Fowler,fowle610,Martin Fowler,fowle610@homelab.net,EastEnders,Markthandelaar,Personage uit EastEnders,nLg@38K&,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Dot,Cotton,cotto713,Dot Cotton,cotto713@homelab.net,EastEnders,Reinigster,Personage uit EastEnders,cN$A!6p5,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Nick,Cotton,cotto600,Nick Cotton,cotto600@homelab.net,EastEnders,Werkloos,Personage uit EastEnders,78HE$e&b,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Bianca,Jackson,jacks134,Bianca Jackson,jacks134@homelab.net,EastEnders,Markthandelaar,Personage uit EastEnders,pp2C#@4L,"VerzamelOU=TVSeries,GebruikersOU=EastEnders,DC=homelab,DC=net"
Ken,Barlow,barlo201,Ken Barlow,barlo201@homelab.net,CoronationStreet,Journalist,Personage uit Coronation Street,&8!C4wNy,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Deirdre,Barlow,barlo419,Deirdre Barlow,barlo419@homelab.net,CoronationStreet,Administratief medewerker,Personage uit Coronation Street,O$p95$sP,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Gail,Platt,platt395,Gail Platt,platt395@homelab.net,CoronationStreet,Serveerster,Personage uit Coronation Street,Q9!&uE8f,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Nick,Platt,platt029,Nick Platt,platt029@homelab.net,CoronationStreet,Restauranthouder,Personage uit Coronation Street,f2$W@s5C,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Sarah,Platt,platt413,Sarah Platt,platt413@homelab.net,CoronationStreet,Kapster,Personage uit Coronation Street,F0R&hu9$,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Audrey,Roberts,rober917,Audrey Roberts,rober917@homelab.net,CoronationStreet,Kapster,Personage uit Coronation Street,@jJ44Ph$,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Jack,Duckworth,duckw026,Jack Duckworth,duckw026@homelab.net,CoronationStreet,Fabrieksarbeider,Personage uit Coronation Street,@avO$0Z1,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Vera,Duckworth,duckw310,Vera Duckworth,duckw310@homelab.net,CoronationStreet,Fabrieksarbeider,Personage uit Coronation Street,2$Vwl8Z#,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Bet,Lynch,lynch288,Bet Lynch,lynch288@homelab.net,CoronationStreet,Pubhouder,Personage uit Coronation Street,$vYLg89@,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Mike,Baldwin,baldw835,Mike Baldwin,baldw835@homelab.net,CoronationStreet,Fabrikant,Personage uit Coronation Street,C$xcR$22,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Liz,McDonald,mcdon305,Liz McDonald,mcdon305@homelab.net,CoronationStreet,Barpersoneel,Personage uit Coronation Street,7O$w#T6j,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Steve,McDonald,mcdon267,Steve McDonald,mcdon267@homelab.net,CoronationStreet,Taxichauffeur,Personage uit Coronation Street,o3J3#Wb@,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Tracy,Barlow,barlo225,Tracy Barlow,barlo225@homelab.net,CoronationStreet,Winkelierster,Personage uit Coronation Street,S17qPv$@,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Leanne,Battersby,batte537,Leanne Battersby,batte537@homelab.net,CoronationStreet,Restauranthoudster,Personage uit Coronation Street,RfzD!1$9,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Roy,Cropper,cropp592,Roy Cropper,cropp592@homelab.net,CoronationStreet,Cafetariahouder,Personage uit Coronation Street,C56uwQ!$,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Hayley,Cropper,cropp723,Hayley Cropper,cropp723@homelab.net,CoronationStreet,Naaister,Personage uit Coronation Street,n6Q#Pl3&,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Tyrone,Dobbs,dobbs671,Tyrone Dobbs,dobbs671@homelab.net,CoronationStreet,Monteur,Personage uit Coronation Street,X22Xu#!u,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Fiz,Stape,stape466,Fiz Stape,stape466@homelab.net,CoronationStreet,Fabrieksarbeider,Personage uit Coronation Street,K@an!9D0,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
David,Platt,platt697,David Platt,platt697@homelab.net,CoronationStreet,Kapper,Personage uit Coronation Street,6&xVW&8m,"VerzamelOU=TVSeries,GebruikersOU=CoronationStreet,DC=homelab,DC=net"
Brooke,Logan,logan817,Brooke Logan,logan817@homelab.net,BoldBeautiful,Modeontwerpster,Personage uit Bold and the Beautiful,Px!w!83U,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Ridge,Forrester,forre569,Ridge Forrester,forre569@homelab.net,BoldBeautiful,Modeontwerper,Personage uit Bold and the Beautiful,j$$16EOp,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Eric,Forrester,forre865,Eric Forrester,forre865@homelab.net,BoldBeautiful,Modedirecteur,Personage uit Bold and the Beautiful,Gq!38o&M,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Stephanie,Forrester,forre666,Stephanie Forrester,forre666@homelab.net,BoldBeautiful,Huismoeder,Personage uit Bold and the Beautiful,j1Nw$$Z7,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Taylor,Hayes,hayes141,Taylor Hayes,hayes141@homelab.net,BoldBeautiful,Psychiater,Personage uit Bold and the Beautiful,k$SL1$8p,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Thomas,Forrester,forre832,Thomas Forrester,forre832@homelab.net,BoldBeautiful,Modeontwerper,Personage uit Bold and the Beautiful,4uP1!H@e,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Steffy,Forrester,forre742,Steffy Forrester,forre742@homelab.net,BoldBeautiful,Modemanager,Personage uit Bold and the Beautiful,0fY1#l!F,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Hope,Logan,logan749,Hope Logan,logan749@homelab.net,BoldBeautiful,Modeontwerpster,Personage uit Bold and the Beautiful,!C4ow!O4,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Liam,Spencer,spenc665,Liam Spencer,spenc665@homelab.net,BoldBeautiful,Mediatycoon,Personage uit Bold and the Beautiful,v$!H4Pu3,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
